,city_fuel_economy,mileage,passenger_car,price,franchise_make
203,17.0,71.0,1,67630.0,0
204,28.0,41298.0,1,17650.0,1
205,28.0,14295.0,1,20390.0,0
206,22.0,17315.0,0,33998.0,1
207,16.0,6036.0,1,81998.0,0
208,26.0,27277.0,0,24301.0,1
209,16.0,9489.0,1,62985.0,0
210,18.0,20102.0,0,30491.0,1
211,21.0,11290.0,0,33855.0,1
212,29.0,14.0,0,41085.0,1
213,18.0,6909.0,0,41995.0,0
214,16.0,9857.0,1,52945.0,0
215,22.0,23270.0,0,22998.0,0
216,31.0,35115.0,1,12799.0,1
217,16.0,0.0,1,89065.0,0
218,15.0,33932.0,0,39998.0,0
219,16.0,11212.0,1,53495.0,0
220,15.0,19377.0,0,60950.0,1
221,28.0,34961.0,1,16603.0,1
222,14.0,16116.0,0,42199.0,1
223,16.0,34.0,1,94075.0,0
224,19.0,8381.0,0,37988.0,1
225,26.0,36796.0,0,19399.0,0
226,25.0,25933.0,0,24985.0,1
227,17.0,9484.0,0,42880.0,1
228,15.0,7120.0,0,58810.0,0
229,17.0,8551.0,1,87895.0,0
230,28.0,9211.0,1,24992.0,1
231,15.0,36683.0,0,30999.0,1
232,16.0,6686.0,1,86445.0,0
233,16.0,175.0,1,91445.0,0
234,29.0,42738.0,1,16991.0,1
235,25.0,41515.0,0,15048.0,1
236,19.0,30966.0,0,36700.0,1
237,28.0,26002.0,1,14999.0,1
238,24.0,15565.0,1,33898.0,0
239,16.0,9495.0,1,62985.0,0
240,22.0,31750.0,1,28699.0,1
241,16.0,34.0,1,73709.0,0
242,28.0,20098.0,1,20250.0,1
243,15.0,8278.0,0,63985.0,0
244,21.0,17955.0,0,22037.0,1
245,18.0,9952.0,1,57900.0,0
246,17.0,130.0,1,81330.0,0
247,28.0,33269.0,1,20500.0,1
248,32.0,12412.0,1,17942.0,1
249,23.0,4922.0,1,46999.0,0
250,19.0,39296.0,0,30800.0,0
251,28.0,32650.0,1,16998.0,1
252,13.0,52.0,1,158900.0,0
253,27.0,17048.0,0,18134.0,1
254,24.0,9980.0,1,43750.0,0
255,28.0,18740.0,1,27995.0,1
256,14.0,10.0,0,141259.0,0
257,13.0,3.0,0,47337.0,1
258,28.0,34027.0,1,12844.0,1
259,22.0,3588.0,1,35299.0,1
260,13.0,26.0,1,173035.0,0
261,28.0,35324.0,1,19988.0,1
262,14.0,46.0,0,134999.0,0
263,26.0,6179.0,0,15959.0,1
264,28.0,45985.0,1,17388.0,1
265,19.0,11546.0,0,28975.0,1
266,17.0,27609.0,1,31950.0,0
267,16.0,7844.0,0,39500.0,1
268,26.0,49000.0,0,17991.0,1
269,13.0,10585.0,0,43600.0,1
270,17.0,75.0,1,59900.0,0
271,13.0,40.0,1,160240.0,0
272,16.0,26.0,1,90985.0,0
273,13.0,0.0,1,182712.0,0
274,24.0,21736.0,0,38998.0,0
275,26.0,35000.0,0,26975.0,1
276,26.0,23197.0,0,24788.0,1
277,28.0,38325.0,1,18628.0,1
278,31.0,10860.0,0,49000.0,1
279,13.0,1109.0,1,163965.0,0
280,16.0,11011.0,1,89155.0,0
281,15.0,11303.0,0,62998.0,0
282,19.0,34351.0,0,30488.0,1
283,16.0,9653.0,1,66590.0,0
284,19.0,9307.0,1,49500.0,0
285,28.0,32582.0,1,22985.0,1
286,28.0,37607.0,1,18497.0,0
287,15.0,5244.0,0,65500.0,0
288,19.0,20745.0,0,42286.0,1
289,13.0,27854.0,0,74500.0,1
290,15.0,28326.0,0,48450.0,0
291,19.0,28010.0,1,27987.0,1
292,17.0,10369.0,1,57995.0,0
293,26.0,5480.0,0,17738.0,1
294,19.0,2.0,0,41452.0,1
295,17.0,6235.0,0,34998.0,0
296,23.0,8474.0,1,33950.0,0
297,17.0,31263.0,0,20988.0,0
298,27.0,19945.0,0,17799.0,1
299,19.0,35444.0,0,29498.0,1
300,16.0,22.0,1,96720.0,0
301,15.0,44.0,0,74999.0,0
302,27.0,41999.0,0,18859.0,1
303,27.0,11.0,0,27667.0,1
304,19.0,13787.0,0,25991.0,1
305,25.0,19106.0,0,26451.0,1
306,18.0,6909.0,0,41995.0,0
307,17.0,1469.0,1,118500.0,0
308,16.0,15.0,1,74500.0,0
309,15.0,41.0,0,62449.0,0
310,13.0,0.0,1,129500.0,0
311,21.0,33804.0,0,26995.0,1
312,25.0,8500.0,1,20699.0,0
313,32.0,3900.0,1,19981.0,1
314,19.0,15496.0,0,33500.0,1
315,28.0,41271.0,1,17699.0,1
316,16.0,30.0,1,93515.0,0
317,18.0,3504.0,0,39999.0,1
318,28.0,21672.0,1,23000.0,1
319,16.0,34.0,1,65985.0,0
320,14.0,349.0,0,138400.0,0
321,22.0,14754.0,0,21991.0,1
322,17.0,37820.0,0,33990.0,1
323,22.0,17580.0,0,35800.0,0
324,27.0,25228.0,0,18981.0,1
325,22.0,32495.0,1,31999.0,1
326,16.0,0.0,1,95595.0,0
327,28.0,36102.0,1,19988.0,1
328,28.0,14241.0,1,31588.0,1
329,21.0,46153.0,0,18000.0,1
330,18.0,26.0,0,45920.0,1
331,14.0,38206.0,0,45800.0,0
332,29.0,31594.0,1,16000.0,1
333,28.0,29255.0,1,19592.0,1
334,16.0,10386.0,1,56145.0,0
335,28.0,31981.0,1,18799.0,1
336,26.0,10611.0,0,24900.0,1
337,27.0,16434.0,0,20575.0,1
338,23.0,4922.0,1,46999.0,0
339,17.0,12583.0,1,49888.0,0
340,19.0,9307.0,1,49500.0,0
341,14.0,254.0,0,107165.0,0
342,18.0,21684.0,0,38215.0,1
343,16.0,10386.0,1,56145.0,0
344,26.0,30853.0,0,25336.0,1
345,17.0,29125.0,0,33991.0,1
346,18.0,3000.0,1,145000.0,0
347,24.0,20282.0,0,35000.0,0
348,29.0,13410.0,1,19998.0,0
349,19.0,28073.0,0,26995.0,1
350,28.0,25237.0,1,22777.0,1
351,17.0,130.0,1,81330.0,0
352,19.0,34573.0,0,29491.0,1
353,15.0,8455.0,0,63900.0,0
354,66.0,10946.0,1,43000.0,0
355,24.0,20282.0,0,35000.0,0
356,22.0,43989.0,0,19905.0,0
357,28.0,27299.0,1,15891.0,1
358,18.0,40087.0,0,27905.0,0
359,28.0,33780.0,1,16998.0,1
360,17.0,40286.0,0,15163.0,1
361,18.0,25183.0,0,37998.0,0
362,29.0,26160.0,1,14752.0,1
363,21.0,9884.0,0,27995.0,1
364,13.0,21533.0,0,41689.0,1
365,25.0,26027.0,0,29545.0,1
366,16.0,2.0,1,85705.0,0
367,14.0,10.0,0,140514.0,0
368,26.0,12563.0,0,24696.0,1
369,18.0,29271.0,0,36496.0,1
370,14.0,10.0,0,137580.0,0
371,15.0,8322.0,0,62985.0,0
372,28.0,38539.0,1,22900.0,1
373,21.0,23148.0,0,22505.0,0
374,15.0,40.0,0,66545.0,0
375,16.0,47.0,1,71853.0,0
376,22.0,18969.0,0,39999.0,0
377,22.0,14499.0,0,23865.0,1
378,19.0,25374.0,1,26861.0,1
379,16.0,4464.0,1,85900.0,0
380,24.0,10279.0,1,43995.0,0
381,16.0,9653.0,1,66590.0,0
382,22.0,36945.0,0,21550.0,1
383,25.0,16138.0,0,28915.0,1
384,22.0,12659.0,0,42998.0,0
385,15.0,16164.0,0,59950.0,0
386,19.0,44277.0,0,35000.0,1
387,16.0,780.0,1,85880.0,0
388,16.0,73.0,1,74000.0,0
389,16.0,14962.0,1,54950.0,0
390,16.0,32.0,1,68999.0,0
391,16.0,38796.0,0,40998.0,0
392,18.0,14516.0,0,34852.0,1
393,12.0,52090.0,0,13878.0,1
394,19.0,34141.0,0,25505.0,0
395,25.0,24836.0,1,18900.0,1
396,13.0,18347.0,0,139900.0,0
397,26.0,35180.0,0,21995.0,1
398,16.0,33.0,1,77000.0,0
399,28.0,33861.0,1,22189.0,1
400,28.0,38538.0,1,19988.0,1
401,25.0,51192.0,0,16591.0,1
402,16.0,10326.0,1,44888.0,0
403,26.0,15521.0,0,31995.0,1
404,16.0,5130.0,1,67500.0,0
405,22.0,8044.0,1,34950.0,0
406,16.0,14084.0,0,72450.0,1
407,19.0,12353.0,0,36893.0,1
408,28.0,36839.0,1,16490.0,1
409,28.0,32073.0,1,21000.0,1
410,17.0,0.0,1,71995.0,0
411,13.0,22791.0,0,38499.0,1
412,20.0,38557.0,0,29968.0,1
413,14.0,12.0,0,100116.0,0
414,28.0,30075.0,1,14488.0,1
415,22.0,38552.0,0,27950.0,1
416,22.0,12102.0,1,33950.0,0
417,26.0,36796.0,0,19399.0,0
418,15.0,7393.0,1,91500.0,0
419,28.0,18227.0,1,19790.0,1
420,16.0,20.0,1,111235.0,0
421,28.0,31301.0,1,21299.0,1
422,28.0,22515.0,1,14792.0,1
423,16.0,0.0,1,72115.0,0
424,21.0,16166.0,0,36595.0,1
425,28.0,34709.0,1,20980.0,1
426,28.0,16800.0,1,23985.0,1
427,18.0,46163.0,0,26905.0,0
428,25.0,35103.0,0,14486.0,1
429,17.0,29913.0,0,38654.0,1
430,17.0,8194.0,0,69900.0,0
431,21.0,35328.0,0,33700.0,1
432,27.0,34427.0,1,17999.0,0
433,19.0,24853.0,0,30992.0,1
434,18.0,33600.0,0,42788.0,1
435,28.0,31106.0,1,15848.0,1
436,15.0,5244.0,0,65500.0,0
437,28.0,28490.0,1,24995.0,1
438,23.0,14189.0,0,22995.0,1
439,18.0,1106.0,1,134900.0,0
440,18.0,20598.0,0,40998.0,0
441,13.0,44.0,1,174465.0,0
442,54.0,20294.0,1,20337.0,1
443,16.0,37253.0,0,42999.0,1
444,30.0,43860.0,1,13505.0,0
445,13.0,75.0,1,145757.0,0
446,28.0,40122.0,1,16990.0,1
447,12.0,38133.0,0,18293.0,1
448,27.0,35013.0,1,20900.0,1
449,15.0,7120.0,0,58810.0,0
450,16.0,0.0,1,83995.0,0
451,14.0,12.0,0,100116.0,0
452,15.0,5676.0,0,42800.0,0
453,22.0,6321.0,0,39999.0,0
454,14.0,18943.0,0,59995.0,0
455,32.0,5931.0,1,18999.0,1
456,17.0,8551.0,1,87895.0,0
457,20.0,10303.0,0,42995.0,1
458,14.0,0.0,0,130635.0,0
459,16.0,46.0,1,86000.0,0
460,15.0,8600.0,0,40000.0,1
461,21.0,18528.0,0,37988.0,1
462,25.0,33751.0,0,19598.0,1
463,30.0,8110.0,1,16188.0,0
464,16.0,14962.0,1,54950.0,0
465,28.0,29080.0,1,16756.0,1
466,12.0,8766.0,0,318995.0,0
467,20.0,17621.0,0,62950.0,0
468,17.0,45146.0,0,36950.0,1
469,13.0,7721.0,0,144900.0,0
470,18.0,26089.0,0,42000.0,0
471,15.0,44.0,0,74999.0,0
472,20.0,13287.0,0,24230.0,1
473,18.0,0.0,0,48046.0,1
474,15.0,24921.0,0,37981.0,1
475,15.0,40.0,0,66545.0,0
476,26.0,27870.0,1,14897.0,1
477,28.0,37405.0,1,16995.0,1
478,17.0,33685.0,0,19999.0,0
479,15.0,15884.0,0,39500.0,1
480,22.0,12102.0,1,33950.0,0
481,26.0,22195.0,1,21777.0,1
482,28.0,33796.0,1,14951.0,1
483,22.0,37995.0,1,31991.0,1
484,18.0,20969.0,0,34974.0,1
485,28.0,47032.0,1,16262.0,1
486,14.0,12956.0,0,42488.0,1
487,28.0,14295.0,1,20390.0,0
488,13.0,30846.0,0,43995.0,1
489,26.0,26046.0,0,14598.0,0
490,28.0,34078.0,1,21994.0,1
491,14.0,25046.0,0,71895.0,0
492,17.0,38.0,1,87435.0,0
493,19.0,6112.0,0,27491.0,1
494,13.0,64.0,1,165645.0,0
495,19.0,29387.0,0,25399.0,1
496,22.0,12102.0,1,33950.0,0
497,27.0,32.0,0,29135.0,1
498,15.0,7479.0,0,61945.0,0
499,17.0,9163.0,1,52881.0,0
500,14.0,45.0,0,112517.0,0
501,17.0,0.0,1,68478.0,0
502,14.0,51258.0,0,54498.0,0
503,19.0,30100.0,0,42627.0,0
504,23.0,4922.0,1,46999.0,0
505,16.0,3601.0,1,76900.0,0
506,15.0,22246.0,0,30600.0,1
507,24.0,9980.0,1,43750.0,0
508,16.0,14962.0,1,54950.0,0
509,26.0,27272.0,0,23195.0,1
510,14.0,10.0,0,135005.0,0
511,15.0,3697.0,0,84370.0,0
512,25.0,51192.0,0,16591.0,1
513,20.0,17621.0,0,62950.0,0
514,28.0,44538.0,1,16990.0,1
515,14.0,10.0,0,139484.0,0
516,13.0,45.0,1,179645.0,0
517,14.0,10.0,0,139484.0,0
518,28.0,5068.0,1,21881.0,1
519,41.0,36856.0,0,32985.0,1
520,28.0,14295.0,1,20390.0,0
521,15.0,21659.0,0,39975.0,1
522,23.0,1782.0,1,34000.0,0
523,15.0,277.0,0,90530.0,0
524,32.0,32578.0,1,14500.0,1
525,19.0,9777.0,0,41990.0,1
526,28.0,30623.0,1,18989.0,1
527,17.0,10.0,1,70745.0,0
528,16.0,0.0,1,89065.0,0
529,18.0,14417.0,0,27891.0,1
530,14.0,311.0,0,174940.0,0
531,16.0,21052.0,0,96900.0,0
532,13.0,29372.0,0,39796.0,1
533,16.0,34.0,1,73709.0,0
534,19.0,37306.0,0,26175.0,1
535,16.0,34.0,1,73709.0,0
536,30.0,37230.0,1,17990.0,1
537,28.0,30458.0,1,28792.0,1
538,23.0,29935.0,1,36500.0,0
539,21.0,2649.0,1,56950.0,0
540,24.0,31515.0,0,18998.0,0
541,28.0,27225.0,1,17350.0,1
542,28.0,31941.0,1,17995.0,1
543,13.0,40.0,1,160240.0,0
544,28.0,40302.0,1,14996.0,1
545,17.0,100.0,1,59790.0,0
546,17.0,13256.0,1,49995.0,0
547,16.0,38283.0,0,42500.0,0
548,17.0,30118.0,0,53598.0,1
549,22.0,8891.0,0,20420.0,1
550,15.0,11303.0,0,62998.0,0
551,13.0,38.0,1,168195.0,0
552,24.0,12617.0,1,34888.0,0
553,28.0,9943.0,1,17900.0,1
554,18.0,20598.0,0,40998.0,0
555,22.0,26753.0,0,25000.0,1
556,28.0,35068.0,1,17295.0,1
557,28.0,33440.0,1,24988.0,1
558,14.0,10173.0,0,75998.0,0
559,20.0,10452.0,0,30500.0,1
560,13.0,10.0,1,163265.0,0
561,26.0,15109.0,0,28000.0,1
562,19.0,0.0,0,43571.0,1
563,28.0,37784.0,1,19900.0,1
564,15.0,8851.0,0,75888.0,0
565,20.0,31586.0,0,31980.0,1
566,18.0,44071.0,0,33999.0,1
567,19.0,21979.0,0,36344.0,1
568,16.0,29.0,1,91985.0,0
569,28.0,27320.0,1,17850.0,1
570,17.0,75.0,1,59900.0,0
571,13.0,75.0,1,145757.0,0
572,28.0,17739.0,1,22880.0,1
573,28.0,39925.0,1,18497.0,0
574,17.0,6235.0,0,34998.0,0
575,15.0,8322.0,0,62985.0,0
576,16.0,0.0,1,83995.0,0
577,26.0,21014.0,0,26420.0,1
578,14.0,21591.0,0,36800.0,0
579,17.0,6864.0,1,88500.0,0
580,15.0,8851.0,0,75888.0,0
581,17.0,10.0,1,57985.0,0
582,23.0,10364.0,1,27950.0,0
583,13.0,142.0,1,149595.0,0
584,15.0,33932.0,0,39998.0,0
585,28.0,11940.0,1,16301.0,1
586,14.0,10.0,0,137580.0,0
587,18.0,25183.0,0,37998.0,0
588,24.0,9980.0,1,43750.0,0
589,31.0,13036.0,1,16995.0,1
590,27.0,0.0,0,30195.0,1
591,14.0,25046.0,0,71895.0,0
592,14.0,17297.0,0,51491.0,1
593,28.0,18364.0,1,19795.0,1
594,24.0,22057.0,1,35800.0,0
595,17.0,39853.0,0,15195.0,1
596,17.0,15.0,1,88205.0,0
597,29.0,381.0,1,26099.0,0
598,22.0,40205.0,0,18995.0,1
599,20.0,30416.0,0,32689.0,1
600,21.0,9695.0,0,19999.0,1
601,18.0,22784.0,0,42500.0,1
602,13.0,15.0,1,155991.0,0
603,55.0,18376.0,1,24991.0,1
604,22.0,8044.0,1,34950.0,0
605,18.0,46163.0,0,26905.0,0
606,14.0,16847.0,0,99981.0,0
607,28.0,37428.0,1,19799.0,1
608,16.0,47.0,1,77967.0,0
609,25.0,8500.0,1,20699.0,0
610,19.0,30452.0,0,27450.0,0
611,15.0,3697.0,0,84370.0,0
612,15.0,18596.0,0,53995.0,0
613,17.0,15.0,1,89130.0,0
614,22.0,6321.0,0,39999.0,0
615,13.0,35.0,1,179142.0,0
616,22.0,34100.0,0,20995.0,1
617,28.0,35664.0,1,22701.0,1
618,28.0,12426.0,1,17594.0,1
619,21.0,23148.0,0,22505.0,0
620,28.0,2605.0,1,24990.0,1
621,14.0,12.0,0,100116.0,0
622,43.0,27692.0,1,16511.0,1
623,30.0,25308.0,1,13505.0,0
624,17.0,6864.0,1,88500.0,0
625,16.0,47.0,1,77967.0,0
626,17.0,38654.0,0,26800.0,1
627,23.0,14948.0,1,28997.0,0
628,28.0,33764.0,1,15999.0,1
629,17.0,0.0,1,89345.0,0
630,17.0,12400.0,1,93888.0,0
631,19.0,30452.0,0,27450.0,0
632,13.0,0.0,1,159000.0,0
633,28.0,37128.0,1,18987.0,1
634,24.0,15565.0,1,33898.0,0
635,17.0,6864.0,1,88500.0,0
636,16.0,0.0,1,83995.0,0
637,18.0,25166.0,0,38900.0,1
638,28.0,377.0,1,23484.0,1
639,15.0,277.0,0,90530.0,0
640,17.0,8892.0,1,89900.0,0
641,12.0,44933.0,0,18998.0,0
642,15.0,24528.0,0,45490.0,1
643,16.0,27.0,1,90985.0,0
644,16.0,5.0,1,73583.0,0
645,14.0,15.0,0,106022.0,0
646,12.0,42884.0,0,17490.0,1
647,25.0,24929.0,0,18710.0,1
648,54.0,13791.0,1,23405.0,1
649,26.0,19576.0,0,29899.0,1
650,29.0,21466.0,1,13947.0,1
651,17.0,4797.0,1,50888.0,0
652,54.0,18084.0,1,21995.0,1
653,17.0,6661.0,1,55645.0,0
654,26.0,26456.0,0,30598.0,1
655,26.0,14068.0,0,25977.0,1
656,14.0,0.0,0,130635.0,0
657,11.0,9247.0,0,83998.0,0
658,17.0,0.0,1,89345.0,0
659,14.0,10.0,0,140474.0,0
660,28.0,39685.0,1,18777.0,1
661,31.0,33335.0,0,17494.0,1
662,19.0,34141.0,0,25505.0,0
663,22.0,17580.0,0,35800.0,0
664,28.0,4579.0,1,23488.0,1
665,17.0,13256.0,1,49995.0,0
666,26.0,9257.0,0,30985.0,0
667,31.0,47426.0,1,12990.0,1
668,29.0,29001.0,1,21495.0,1
669,24.0,38801.0,1,13199.0,1
670,28.0,39837.0,1,14995.0,1
671,16.0,20.0,1,111235.0,0
672,28.0,38290.0,1,21000.0,1
673,18.0,33426.0,0,35350.0,1
674,19.0,31100.0,0,33998.0,1
675,28.0,28570.0,1,20988.0,1
676,30.0,27956.0,1,18988.0,1
677,13.0,8394.0,0,46998.0,1
678,29.0,41522.0,1,16006.0,1
679,16.0,6780.0,1,58977.0,0
680,17.0,27609.0,1,31950.0,0
681,24.0,3842.0,1,45240.0,0
682,28.0,44998.0,1,15500.0,1
683,19.0,14290.0,0,38500.0,1
684,28.0,41531.0,1,18998.0,1
685,17.0,49.0,1,83270.0,0
686,14.0,54.0,0,105142.0,0
687,15.0,12215.0,0,64905.0,0
688,21.0,19283.0,0,16999.0,1
689,15.0,8455.0,0,63900.0,0
690,15.0,277.0,0,90530.0,0
691,26.0,30562.0,0,24998.0,1
692,22.0,8836.0,0,42800.0,0
693,19.0,39296.0,0,30800.0,0
694,17.0,38591.0,0,19500.0,1
695,28.0,26232.0,1,25991.0,1
696,20.0,15280.0,0,27777.0,1
697,17.0,8551.0,1,87895.0,0
698,22.0,8044.0,1,34950.0,0
699,24.0,9980.0,1,43750.0,0
700,29.0,1976.0,1,23995.0,1
701,19.0,13730.0,0,26500.0,1
702,19.0,16612.0,0,31500.0,1
703,18.0,43212.0,0,27505.0,0
